,기업코드,회차,등록일,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금(결손금),자본총계
152,155124,제 44 기,20180402,39951051505 ,152586931260 ,192537982765 ,18779033061 ,45672891809 ,64451924870 ,7312733000 ,,128086057895 
153,129509,제 39 기,20180402,81787243973 ,104581296166 ,186368540139 ,94870629764 ,28286984937 ,123157614701 ,7731488450 ,,63210925438 
154,364467,제 19 기,20180622,68138954050 ,63941124021 ,132080078071 ,8850917086 ,5364287125 ,14215204211 ,23774296000 ,-12550460382 ,117864873860 
155,133812,제 53 기,20180402,191181805929 ,509099357345 ,700281163274 ,108006376376 ,22223844478 ,130230220854 ,11498970000 ,370968936618 ,570050942420 
156,103130,제 44 기,20180417,40312144447 ,27160389962 ,67472534409 ,14696033994 ,310426324 ,15006460318 ,33865231500 ,-18554107222 ,52466074091 
157,159616,제 55 기,20180330,3009249445254 ,8735769420960 ,11745018866214 ,4999247972470 ,2277568523699 ,7276816496169 ,596836515000 ,,4468202370045 
158,160205,제 44 기,20180330,80536940358 ,134894055020 ,215430995378 ,70906668232 ,21348263995 ,92254932227 ,11431816000 ,83250565087 ,123176063151 
159,525934,제 19 기,20180402,496552389629 ,47293891063 ,543846280692 ,129626588064 ,2708263242 ,132334851306 ,8132150000 ,325330329194 ,411511429386 
160,642541,제 18 기,20180402,15142615379 ,9849780729 ,24992396108 ,1322789521 ,155000000 ,1477789521 ,5368900000 ,-25521627572 ,23514606587 
161,186452,제 27 기,20180330,14949942190 ,14000561121 ,28950503311 ,13555843832 ,1842484861 ,15398328693 ,15951861500 ,-7683684869 ,13552174618 
162,244419,제 23 기,20180330,31705327889 ,21721246700 ,53426574589 ,35829072930 ,200000000 ,36029072930 ,4624069500 ,-70378787939 ,17397501659 
163,148896,제 44 기,20180612,1427326118000 ,3840988671000 ,5268314789000 ,988759846000 ,952621085000 ,1941380931000 ,127246855000 ,,
164,102858,제 44 기,20180405,3148167178974 ,3155950025306 ,6304117204280 ,408245888340 ,141463638548 ,549709526888 ,94350000000 ,,5754407677392 
165,150244,제 66 기,20180411,976313955463 ,2427101600937 ,3403415556400 ,1647958952654 ,483206470757 ,2131165423411 ,368842230000 ,,1272250132989 
166,115977,제 43 기,20180402,1463723564315 ,551854675934 ,2015578240249 ,798854857844 ,166821975511 ,965676833355 ,15413640500 ,638184444897 ,1049901406894 
167,344287,제 18 기,20180329,1314438080938 ,3739462698115 ,5053900779053 ,2289259317505 ,1418175225703 ,3707434543208 ,1040000595000 ,37060110917 ,1346466235845 
168,130772,제 28 기,20180330,567442489506 ,476549237612 ,1043991727118 ,311411420037 ,174794677128 ,486206097165 ,91262910000 ,423882783043 ,557785629953 
169,155319,제 50 기,20180621,14840421236321 ,38851836273554 ,53692257509875 ,3570147955817 ,4180654620082 ,7750802575899 ,482403125000 ,,45941454933976 
170,297961,제 22 기,20180330,51059302483 ,27597869959 ,78657172442 ,11100093210 ,15648257900 ,26748351110 ,3419007500 ,23130059616 ,51908821332 
171,158024,제 32 기,20180402,138058441154 ,57040670594 ,195099111748 ,88799827379 ,29129042922 ,117928870301 ,15620748000 ,5841732801 ,77170241447 
172,129280,제 42 기,20180330,22152904158 ,33143710762 ,55296614920 ,41700421542 ,9649938062 ,51350359604 ,4757940000 ,-24321886978 ,3946255316 
173,209780,제 28 기,20180621,97177499348 ,98254706098 ,195432205446 ,37201185924 ,2324023611 ,39525209535 ,6777022000 ,,155906995911 
174,117629,제 46 기,20180402,53531087547 ,89735343422 ,143266430969 ,84028892090 ,2412850580 ,86441742670 ,43630064500 ,-19899792357 ,56824688299 
175,267906,제 39 기,20180330,100451219432 ,244453151977 ,344904371409 ,106766952249 ,37104767832 ,143871720081 ,24100000000 ,177117396155 ,201032651328 
176,163691,제 80 기,20180402,19413166363 ,250800615138 ,270213781501 ,9859149995 ,91947317976 ,101806467971 ,65104530000 ,-8188192245 ,168407313530 
177,234227,제 25 기,20180402,67798833216 ,30837207172 ,98636040388 ,21392711767 ,10624182383 ,32016894150 ,18555546500 ,-4966206232 ,66619146238 
